Zipcode,Population Total,Bachelor population,Master population,Professional school degree population,Doctorate degree population
ZCTA5 70657,3332,401,35,0,0
ZCTA5 70658,698,40,7,0,10
ZCTA5 70659,1048,152,15,0,0
ZCTA5 70660,1899,175,54,0,15
ZCTA5 70661,1814,100,0,0,0
ZCTA5 70662,275,25,12,0,0
ZCTA5 70663,18131,2353,784,133,93
ZCTA5 70665,7123,1115,236,88,31
ZCTA5 70668,4886,285,122,14,9
ZCTA5 70669,6681,622,250,14,19
ZCTA5 70706,13741,2161,356,91,20
ZCTA5 70710,2521,465,104,12,27
ZCTA5 70711,3693,685,120,13,70
ZCTA5 70712,3551,246,8,0,0
ZCTA5 70714,12295,1546,743,40,88
ZCTA5 70715,994,134,37,0,0
ZCTA5 70719,3014,426,204,48,23
ZCTA5 70721,518,63,27,0,0
ZCTA5 70722,3903,474,87,13,22
ZCTA5 70723,1116,75,0,21,0
ZCTA5 70725,1161,161,141,0,0
ZCTA5 70726,35124,5759,1330,257,176
ZCTA5 70729,587,142,26,0,0
ZCTA5 70730,2521,209,84,4,29
ZCTA5 70732,876,48,31,12,0
ZCTA5 70733,1147,74,15,0,0
ZCTA5 70734,4292,956,204,12,23
ZCTA5 70736,373,28,16,0,0
ZCTA5 70737,27363,4711,1293,231,116
ZCTA5 70739,9357,1631,449,138,54
ZCTA5 70740,957,59,0,0,10
ZCTA5 70743,136,17,17,5,0
ZCTA5 70744,3746,351,103,0,51
ZCTA5 70747,130,6,0,0,0
ZCTA5 70748,4944,429,99,27,32
ZCTA5 70749,996,61,36,0,0
ZCTA5 70750,1101,49,14,6,0
ZCTA5 70752,518,36,21,0,0
ZCTA5 70753,742,0,19,0,0
ZCTA5 70754,6982,526,197,22,0
ZCTA5 70755,1506,119,2,0,0
ZCTA5 70756,312,7,16,17,10
ZCTA5 70757,2241,124,18,9,0
ZCTA5 70759,911,67,39,0,4
ZCTA5 70760,4348,606,155,14,7
ZCTA5 70761,525,61,10,8,3
ZCTA5 70762,660,123,20,17,0
ZCTA5 70763,2390,253,66,0,9
ZCTA5 70764,11112,901,477,22,40
ZCTA5 70767,10278,1282,401,47,33
ZCTA5 70769,24495,6398,1977,294,223
ZCTA5 70770,2002,272,73,46,0
ZCTA5 70772,682,60,16,6,3
ZCTA5 70773,79,0,0,0,0
ZCTA5 70774,7158,651,244,107,0
ZCTA5 70775,7115,1380,518,95,113
ZCTA5 70776,4753,501,92,28,77
ZCTA5 70777,2994,298,52,26,6
ZCTA5 70778,1857,311,19,69,0
ZCTA5 70780,881,91,29,48,0
ZCTA5 70782,263,0,0,0,20
ZCTA5 70783,2031,215,82,0,16
ZCTA5 70785,13377,1819,340,66,0
ZCTA5 70787,83,0,0,0,0
ZCTA5 70788,2601,257,50,0,12
ZCTA5 70789,434,38,24,0,0
ZCTA5 70791,16655,3170,1184,461,228
ZCTA5 70801,33,19,14,0,0
ZCTA5 70802,16311,1704,1137,133,172
ZCTA5 70803,30,7,12,0,0
ZCTA5 70805,16878,1050,328,4,67
ZCTA5 70806,19458,4131,1927,742,362
ZCTA5 70807,10305,1160,535,125,94
ZCTA5 70808,19628,6626,3164,1319,1565
ZCTA5 70809,17558,5761,2059,676,548
ZCTA5 70810,25405,7914,3457,1106,956
ZCTA5 70811,8208,949,367,38,32
ZCTA5 70812,6880,1035,341,38,62
ZCTA5 70814,9822,1397,493,75,53
ZCTA5 70815,19080,3896,1147,217,196
ZCTA5 70816,28182,7004,2337,454,281
ZCTA5 70817,21592,7179,2068,272,227
ZCTA5 70818,7172,1140,283,115,27
ZCTA5 70819,3004,391,114,0,38
ZCTA5 70820,6715,1796,587,188,461
ZCTA5 70836,0,0,0,0,0
ZCTA5 71001,3253,403,173,6,30
ZCTA5 71003,1013,142,9,0,0
ZCTA5 71004,465,71,18,1,1
ZCTA5 71006,7926,1364,827,204,117
ZCTA5 71007,613,110,22,0,15
ZCTA5 71008,439,50,12,0,1
ZCTA5 71016,1132,90,17,0,0
ZCTA5 71018,990,78,8,6,4
ZCTA5 71019,5424,512,153,16,13
ZCTA5 71021,410,4,0,0,0
ZCTA5 71023,2050,157,36,18,3
ZCTA5 71024,1188,68,57,4,4
ZCTA5 71027,1326,47,0,0,0
ZCTA5 71028,1053,85,44,6,3
ZCTA5 71029,125,31,3,2,0
ZCTA5 71030,1167,196,89,64,0
ZCTA5 71031,939,95,23,0,0
ZCTA5 71032,1397,138,92,0,1
ZCTA5 71033,2413,487,106,0,27
ZCTA5 71034,233,22,1,0,0
ZCTA5 71037,13328,1713,806,106,34
ZCTA5 71038,2886,222,105,4,19
ZCTA5 71039,1209,127,7,0,0
ZCTA5 71040,6497,528,234,65,14
ZCTA5 71043,363,16,7,5,0
ZCTA5 71044,486,79,11,0,0
ZCTA5 71045,442,35,15,0,0
ZCTA5 71046,938,118,27,2,0
ZCTA5 71047,7652,921,472,97,40
ZCTA5 71048,71,8,3,0,0
ZCTA5 71049,2086,82,55,0,0
ZCTA5 71051,1708,113,6,25,0
ZCTA5 71052,6727,483,102,46,0
ZCTA5 71055,13678,1573,339,30,76
ZCTA5 71060,2069,206,55,0,0
ZCTA5 71061,1153,38,19,20,0
ZCTA5 71063,387,0,0,0,0
ZCTA5 71064,2920,289,109,16,15
ZCTA5 71065,763,87,15,2,0
ZCTA5 71067,2368,121,35,0,0
ZCTA5 71068,2487,78,61,15,0
ZCTA5 71069,349,44,1,0,0
ZCTA5 71070,1491,114,32,3,2
ZCTA5 71071,1872,270,43,2,2
ZCTA5 71072,1028,135,30,0,0
ZCTA5 71073,1732,163,31,0,0
ZCTA5 71075,4491,535,159,0,17
ZCTA5 71078,4138,505,171,11,0
ZCTA5 71079,233,0,0,0,0
ZCTA5 71082,3787,240,67,0,0
ZCTA5 71101,5499,467,114,16,11
ZCTA5 71103,5202,427,155,22,13
ZCTA5 71104,9292,1881,561,441,131
ZCTA5 71105,15417,4035,2000,764,291
ZCTA5 71106,23817,4637,1674,866,734
ZCTA5 71107,21007,2182,957,76,144
ZCTA5 71108,11349,881,226,17,16
ZCTA5 71109,13621,952,456,69,0
ZCTA5 71110,1152,207,196,31,15
ZCTA5 71111,27316,5028,2291,433,342
ZCTA5 71112,21459,3606,1237,175,102
ZCTA5 71115,10752,2636,1240,453,138
ZCTA5 71118,17202,2683,723,160,99
ZCTA5 71119,8516,1193,884,240,69
ZCTA5 71129,8834,1406,357,148,47
ZCTA5 71201,13974,3982,1664,656,344
ZCTA5 71202,18326,972,344,74,34
ZCTA5 71203,22583,3949,1834,219,193
ZCTA5 71209,0,0,0,0,0
ZCTA5 71219,763,19,24,0,0
ZCTA5 71220,15128,1341,285,129,16
ZCTA5 71222,2117,88,48,22,26
ZCTA5 71223,238,5,9,0,0
ZCTA5 71225,4669,592,117,61,0
ZCTA5 71226,1300,158,73,0,0
ZCTA5 71227,2452,321,106,32,7
ZCTA5 71229,1100,72,51,1,0
ZCTA5 71232,4360,431,165,34,22
ZCTA5 71233,150,11,0,0,0
ZCTA5 71234,3003,347,63,29,11
ZCTA5 71235,2893,441,204,45,18
ZCTA5 71237,1501,52,37,7,0
ZCTA5 71238,2376,263,0,21,0
ZCTA5 71241,6433,679,234,0,23
ZCTA5 71243,142,17,14,0,0
ZCTA5 71245,2423,382,354,34,63
ZCTA5 71247,682,35,13,3,0
ZCTA5 71250,54,0,0,0,0
ZCTA5 71251,6141,439,202,39,29
ZCTA5 71253,168,1,5,1,0
ZCTA5 71254,4331,287,80,10,16
ZCTA5 71256,606,44,10,0,4
ZCTA5 71259,1118,175,83,2,0
ZCTA5 71260,2408,150,99,0,3
ZCTA5 71261,1010,76,18,49,32
ZCTA5 71263,5263,389,212,31,2
ZCTA5 71264,828,137,9,6,5
ZCTA5 71266,948,102,33,10,0
ZCTA5 71268,1755,268,58,14,31
ZCTA5 71269,8426,687,315,113,24
ZCTA5 71270,16818,4005,1985,278,502
ZCTA5 71272,83,0,0,0,0
ZCTA5 71275,1740,130,88,7,25
ZCTA5 71276,232,12,0,0,0
ZCTA5 71277,1308,46,14,7,0
ZCTA5 71279,0,0,0,0,0
ZCTA5 71280,2492,439,59,15,3
ZCTA5 71282,7246,595,208,37,32
ZCTA5 71286,362,21,2,0,0
ZCTA5 71291,21674,4455,1527,209,149
ZCTA5 71292,13497,1116,503,7,10
ZCTA5 71295,9493,558,381,23,47
ZCTA5 71301,14645,1544,578,250,138
ZCTA5 71302,10041,810,260,45,42
ZCTA5 71303,14432,2209,1059,448,280
ZCTA5 71316,41,0,0,0,0
ZCTA5 71322,4645,363,120,0,25
ZCTA5 71323,693,99,0,0,10
ZCTA5 71325,696,83,6,0,22
ZCTA5 71326,608,23,0,0,0
ZCTA5 71327,4339,163,36,34,0
ZCTA5 71328,5034,510,162,12,7
ZCTA5 71331,699,42,0,0,0
ZCTA5 71333,507,15,16,0,0
ZCTA5 71334,6492,602,198,25,0
ZCTA5 71336,992,80,0,0,10
ZCTA5 71339,12,6,6,0,0
ZCTA5 71340,1175,74,29,2,0
ZCTA5 71341,2114,84,68,0,0
ZCTA5 71342,5345,514,160,33,0
ZCTA5 71343,5297,572,85,20,11
ZCTA5 71345,89,0,0,0,0
ZCTA5 71346,2055,205,93,10,0
ZCTA5 71350,2961,215,64,0,0
ZCTA5 71351,7021,424,217,87,21
ZCTA5 71353,1254,62,3,0,0
ZCTA5 71354,1222,150,40,15,0
ZCTA5 71355,1907,173,71,2,0
ZCTA5 71356,420,24,6,0,0
ZCTA5 71357,1412,116,33,0,0
ZCTA5 71358,993,41,6,0,0
ZCTA5 71360,22728,3330,1293,318,188
ZCTA5 71362,1127,83,32,0,2
ZCTA5 71366,1111,98,28,16,18
ZCTA5 71367,1085,202,52,0,0
ZCTA5 71368,914,47,12,0,0
ZCTA5 71369,1850,59,50,14,0
ZCTA5 71371,1509,145,81,0,0
ZCTA5 71373,4563,291,165,26,15
ZCTA5 71375,812,24,5,4,0
ZCTA5 71377,87,0,0,0,0
ZCTA5 71378,1546,94,43,0,0
ZCTA5 71401,150,0,0,0,0
ZCTA5 71403,2763,334,112,3,14
ZCTA5 71404,443,19,2,0,2
ZCTA5 71405,4123,514,188,14,5
ZCTA5 71406,158,27,10,0,0
ZCTA5 71407,635,60,0,0,0
ZCTA5 71409,4337,340,181,0,31
ZCTA5 71410,72,2,4,0,0
ZCTA5 71411,1872,134,61,2,0
ZCTA5 71414,99,1,3,0,6
ZCTA5 71416,633,84,10,0,6
ZCTA5 71417,3270,201,106,4,12
ZCTA5 71418,4278,359,110,66,1
ZCTA5 71419,1878,164,47,0,0
ZCTA5 71422,1192,32,14,0,0
ZCTA5 71423,2829,311,88,0,18
ZCTA5 71424,831,42,0,0,0
ZCTA5 71425,131,11,0,0,0
ZCTA5 71426,171,1,4,4,0
ZCTA5 71427,142,1,0,0,0
ZCTA5 71429,1809,218,36,31,26
ZCTA5 71430,1706,63,65,7,0
ZCTA5 71432,793,60,0,0,0
ZCTA5 71433,2930,107,95,0,0
ZCTA5 71435,2645,95,55,40,0
ZCTA5 71438,1134,70,34,0,0
ZCTA5 71439,1107,88,15,2,7
ZCTA5 71441,406,5,0,0,0
ZCTA5 71446,15513,1979,656,147,105
ZCTA5 71447,756,30,17,0,0
ZCTA5 71449,6620,649,334,50,39
ZCTA5 71450,726,89,3,3,0
ZCTA5 71452,66,37,0,0,0
ZCTA5 71454,1600,111,76,9,0
ZCTA5 71455,66,9,0,0,0
ZCTA5 71456,647,70,76,1,10
ZCTA5 71457,15630,1944,1209,205,254
ZCTA5 71459,4956,1102,335,64,0
ZCTA5 71461,1478,178,51,3,2
ZCTA5 71462,802,81,24,2,7
ZCTA5 71463,7770,455,218,47,72
ZCTA5 71465,1860,149,6,0,25
ZCTA5 71466,272,0,0,0,0
ZCTA5 71467,6279,190,81,20,16
ZCTA5 71468,675,43,72,0,0
ZCTA5 71469,1721,203,76,4,31
ZCTA5 71472,196,11,0,0,0
ZCTA5 71473,281,12,4,0,0
ZCTA5 71474,485,70,45,0,0
ZCTA5 71479,519,62,11,0,0
ZCTA5 71480,860,25,9,0,0
ZCTA5 71483,7354,647,332,63,13
ZCTA5 71485,1422,246,76,27,2
ZCTA5 71486,3727,233,109,29,25
ZCTA5 71601,9100,1034,374,74,75
ZCTA5 71602,11209,1205,375,108,153
ZCTA5 71603,22632,3081,1135,321,95
ZCTA5 71630,360,30,4,4,0
ZCTA5 71631,353,25,0,0,0
ZCTA5 71635,8442,748,321,39,23
ZCTA5 71638,2451,200,13,9,7
ZCTA5 71639,4017,252,151,0,24
ZCTA5 71640,2199,110,26,0,0
ZCTA5 71642,353,30,0,0,0
ZCTA5 71643,604,41,8,0,0
ZCTA5 71644,4150,106,53,0,15
ZCTA5 71646,4499,441,79,35,63
ZCTA5 71647,1113,60,42,23,0
ZCTA5 71651,135,18,0,0,0
ZCTA5 71652,805,50,25,7,0
ZCTA5 71653,3435,379,120,50,15
ZCTA5 71654,2735,217,147,4,0
ZCTA5 71655,9308,1276,438,79,159
ZCTA5 71658,415,23,16,0,0
ZCTA5 71659,126,25,0,0,0
ZCTA5 71660,519,125,16,0,0
ZCTA5 71661,225,10,0,0,0
ZCTA5 71662,130,0,0,0,0
ZCTA5 71663,425,37,11,4,11
ZCTA5 71665,4070,418,160,29,15
ZCTA5 71666,20,0,0,0,0
ZCTA5 71667,5043,477,105,37,21
ZCTA5 71670,998,165,41,0,0
ZCTA5 71671,6160,613,183,4,35
ZCTA5 71674,542,39,9,0,0
ZCTA5 71675,1419,181,91,3,5
ZCTA5 71676,383,21,16,0,3
ZCTA5 71677,111,5,0,0,0
ZCTA5 71701,13043,1237,751,110,47
ZCTA5 71711,14,0,0,0,0
ZCTA5 71720,1639,195,16,0,4
ZCTA5 71722,69,0,1,0,0
ZCTA5 71724,322,17,2,0,0
ZCTA5 71725,439,25,3,0,0
ZCTA5 71726,1121,51,11,11,0
ZCTA5 71730,21360,2922,830,219,101
ZCTA5 71740,859,105,33,9,0
ZCTA5 71742,3946,398,122,18,0
ZCTA5 71743,2514,293,41,2,0
ZCTA5 71744,2293,163,70,6,15
ZCTA5 71745,239,1,0,3,0
ZCTA5 71747,662,65,11,6,2
ZCTA5 71749,1641,108,48,3,0
ZCTA5 71751,868,261,62,0,0
ZCTA5 71752,621,80,36,0,0
ZCTA5 71753,10140,1443,690,27,84
ZCTA5 71758,372,39,0,0,0
ZCTA5 71759,410,46,59,2,20
ZCTA5 71762,1545,187,33,4,10
ZCTA5 71763,1040,87,28,10,0
ZCTA5 71764,1348,70,23,0,0
ZCTA5 71765,1405,77,10,4,0
ZCTA5 71766,462,43,7,0,1
ZCTA5 71770,2557,294,75,0,0
ZCTA5 71772,8,0,0,0,0
ZCTA5 71801,10596,813,353,32,37
ZCTA5 71820,89,0,11,0,0
ZCTA5 71822,6287,432,119,5,13
ZCTA5 71823,37,2,5,0,0
ZCTA5 71825,486,31,66,0,0
ZCTA5 71826,903,78,19,0,0
ZCTA5 71827,408,28,15,0,0
ZCTA5 71832,6611,331,231,22,7
ZCTA5 71833,1511,83,111,15,0
ZCTA5 71834,1151,52,10,0,0
ZCTA5 71835,835,61,27,0,0
ZCTA5 71836,2028,179,71,14,0
ZCTA5 71837,3296,377,207,18,0
ZCTA5 71838,671,34,0,0,0
ZCTA5 71839,211,5,0,1,0
ZCTA5 71841,584,30,8,0,0
ZCTA5 71842,1247,51,32,0,0
ZCTA5 71845,1512,168,11,24,0
ZCTA5 71846,2222,78,44,5,0
ZCTA5 71847,560,51,0,0,0
ZCTA5 71851,1418,122,54,3,0
ZCTA5 71852,6656,665,335,54,30
ZCTA5 71853,210,7,13,0,0
ZCTA5 71854,24747,2519,770,152,92
ZCTA5 71855,408,36,14,0,9
ZCTA5 71857,3951,449,193,12,28
ZCTA5 71858,1399,93,32,0,0
ZCTA5 71859,421,101,0,0,0
ZCTA5 71860,1907,155,45,4,0
ZCTA5 71861,1545,165,51,12,1
ZCTA5 71862,418,52,18,0,0
ZCTA5 71865,124,8,2,0,0
ZCTA5 71866,254,18,1,9,0
ZCTA5 71901,19936,2739,1103,559,217
ZCTA5 71909,13330,2490,1456,227,253
ZCTA5 71913,32348,4466,1741,297,229
ZCTA5 71921,2684,174,101,18,11
ZCTA5 71922,83,16,1,0,0
ZCTA5 71923,8738,1456,765,128,254
ZCTA5 71929,3117,296,212,11,14
ZCTA5 71933,696,71,47,33,0
ZCTA5 71935,515,13,5,0,5
ZCTA5 71937,1286,100,59,0,0
ZCTA5 71940,1197,89,75,0,0
ZCTA5 71941,1446,86,53,0,8
ZCTA5 71943,3427,300,172,23,9
ZCTA5 71944,529,66,11,4,2
ZCTA5 71945,1018,55,40,6,1
ZCTA5 71949,1681,166,27,0,0
ZCTA5 71950,748,26,19,7,0
ZCTA5 71952,139,30,0,0,0
ZCTA5 71953,10490,816,353,56,40
ZCTA5 71956,1380,22,19,2,0
ZCTA5 71957,2388,231,86,29,16
ZCTA5 71958,1558,97,72,17,7
ZCTA5 71959,450,24,14,0,0
ZCTA5 71960,940,55,22,0,0
ZCTA5 71961,687,48,49,0,0
ZCTA5 71962,778,30,30,0,0
ZCTA5 71964,2703,364,99,15,0
ZCTA5 71965,175,0,0,5,0
ZCTA5 71968,2932,245,173,17,19
ZCTA5 71969,301,23,6,0,5
ZCTA5 71970,635,94,42,0,0
ZCTA5 71971,350,53,15,0,0
ZCTA5 71972,123,25,9,0,0
ZCTA5 71973,779,55,14,0,0
ZCTA5 71998,15,0,6,0,0
ZCTA5 71999,7,0,0,0,0
ZCTA5 72001,344,18,10,0,0
ZCTA5 72002,10473,1471,627,102,94
ZCTA5 72003,575,61,13,0,0
ZCTA5 72004,868,56,2,2,0
ZCTA5 72005,120,0,0,0,0
ZCTA5 72006,1997,174,39,10,6
ZCTA5 72007,4585,608,162,52,0
ZCTA5 72010,4704,276,177,0,0
ZCTA5 72011,2813,242,56,32,44
ZCTA5 72012,8109,791,359,122,95
ZCTA5 72013,1511,71,7,15,0
ZCTA5 72014,50,0,3,0,0
ZCTA5 72015,19787,2694,662,145,210
ZCTA5 72016,2342,232,101,23,9
ZCTA5 72017,599,47,7,0,0
ZCTA5 72019,16368,2831,1331,338,166
ZCTA5 72020,2806,54,71,7,0
ZCTA5 72021,2773,201,28,15,3
ZCTA5 72022,11112,2164,753,173,38
ZCTA5 72023,23918,3885,1310,177,69
ZCTA5 72024,2476,443,62,23,4
ZCTA5 72025,498,35,6,5,0
ZCTA5 72026,203,16,0,0,0
ZCTA5 72027,1084,151,23,0,8
ZCTA5 72029,1213,76,9,0,0
ZCTA5 72030,537,42,42,0,0
ZCTA5 72031,5020,369,123,39,15
ZCTA5 72032,20219,3195,1205,198,115
ZCTA5 72034,27762,6806,3189,505,876
ZCTA5 72035,6,6,0,0,0
ZCTA5 72036,529,31,4,0,0
ZCTA5 72037,29,2,0,0,0
ZCTA5 72038,46,0,4,0,0
ZCTA5 72039,1559,111,28,1,9
ZCTA5 72040,2082,139,0,0,9
ZCTA5 72041,967,60,52,7,0
ZCTA5 72042,3623,299,82,7,10
ZCTA5 72044,584,38,4,30,17
ZCTA5 72045,826,42,72,0,0
ZCTA5 72046,3085,192,165,19,0
ZCTA5 72047,663,31,23,0,0
ZCTA5 72048,30,0,0,0,0
ZCTA5 72051,479,17,6,0,0
ZCTA5 72055,580,74,29,0,2
ZCTA5 72057,608,28,21,0,15
ZCTA5 72058,10238,1446,522,35,53
ZCTA5 72059,42,0,0,0,0
ZCTA5 72060,235,5,2,11,0
ZCTA5 72061,69,3,4,0,0
ZCTA5 72063,1148,94,28,0,0
ZCTA5 72064,1752,145,65,26,8
ZCTA5 72065,3628,464,168,40,49
ZCTA5 72067,2257,228,91,2,10
ZCTA5 72068,324,29,8,0,2
ZCTA5 72069,1179,159,21,0,0
ZCTA5 72070,1255,136,46,0,0
ZCTA5 72072,279,23,0,0,2
ZCTA5 72073,733,28,36,5,0
ZCTA5 72074,112,4,0,0,0
ZCTA5 72076,24993,2864,1064,109,115
ZCTA5 72079,471,39,49,0,0
ZCTA5 72080,384,60,7,26,0
ZCTA5 72081,4972,362,76,56,83
ZCTA5 72082,1434,7,4,0,5
ZCTA5 72083,161,15,12,0,0
ZCTA5 72084,1100,67,57,16,0
ZCTA5 72085,146,7,2,0,0
ZCTA5 72086,6950,663,259,35,26
ZCTA5 72087,1831,266,84,24,10
ZCTA5 72088,2236,361,137,33,4
ZCTA5 72099,33,0,0,0,0
ZCTA5 72101,2113,168,68,3,0
ZCTA5 72102,1903,196,79,15,0
ZCTA5 72103,8938,968,177,42,0
ZCTA5 72104,16514,1355,588,32,32
ZCTA5 72106,3750,349,97,12,17
ZCTA5 72107,219,20,3,0,0
ZCTA5 72108,38,0,0,0,0
ZCTA5 72110,7310,931,385,103,59
ZCTA5 72111,697,39,54,0,0
ZCTA5 72112,7999,553,222,25,16
ZCTA5 72113,15306,4782,1621,365,290
ZCTA5 72114,7995,739,237,40,24
ZCTA5 72116,15413,4397,1604,599,109
ZCTA5 72117,9361,912,332,32,43
ZCTA5 72118,14910,1680,564,138,116
ZCTA5 72119,0,0,0,0,0
ZCTA5 72120,21367,4498,1811,284,309
ZCTA5 72121,2032,151,48,0,4
ZCTA5 72122,530,91,12,0,0
ZCTA5 72123,272,3,2,0,0
ZCTA5 72125,606,2,6,0,0
ZCTA5 72126,2549,135,81,37,32
ZCTA5 72127,1936,174,43,7,0
ZCTA5 72128,554,37,12,0,0
ZCTA5 72129,982,72,18,19,0
ZCTA5 72130,515,3,0,0,0
ZCTA5 72131,3282,372,123,49,33
ZCTA5 72132,2142,186,89,45,13
ZCTA5 72134,236,15,15,0,0
ZCTA5 72135,1987,353,120,39,12
ZCTA5 72136,1033,90,5,0,0
ZCTA5 72137,1582,173,68,0,0
ZCTA5 72139,154,11,1,0,0
ZCTA5 72140,324,48,5,0,2
ZCTA5 72141,281,11,0,0,0
ZCTA5 72142,1937,318,107,0,0
ZCTA5 72143,22178,3711,1778,271,567
ZCTA5 72149,0,0,0,0,0
ZCTA5 72150,8059,1115,384,41,46
ZCTA5 72152,203,31,0,0,0
ZCTA5 72153,1926,76,65,10,0
ZCTA5 72156,524,48,12,7,0
ZCTA5 72157,884,95,34,0,8
ZCTA5 72160,7092,539,297,6,55
ZCTA5 72165,15,0,0,0,0
ZCTA5 72166,219,36,7,0,0
ZCTA5 72167,972,116,17,0,0
ZCTA5 72168,1961,11,22,0,0
ZCTA5 72169,138,27,5,0,0
ZCTA5 72170,129,15,4,0,0
ZCTA5 72173,6318,925,270,55,105
ZCTA5 72175,236,5,10,0,0
ZCTA5 72176,5779,587,129,10,0
ZCTA5 72179,407,67,10,40,0
ZCTA5 72181,25,5,4,0,0
ZCTA5 72201,851,294,97,36,97
ZCTA5 72202,7721,1475,534,321,178
ZCTA5 72204,19716,2690,943,159,64
ZCTA5 72205,17134,4755,1962,988,365
ZCTA5 72206,17385,1667,599,110,80
ZCTA5 72207,7454,2749,917,783,365
ZCTA5 72209,17977,1484,411,21,20
ZCTA5 72210,10537,2105,822,245,222
ZCTA5 72211,15598,5020,2017,567,883
ZCTA5 72212,9038,3332,1179,651,453
ZCTA5 72223,14802,5265,1959,1028,711
ZCTA5 72227,8321,2469,1122,498,196
ZCTA5 72301,15863,1723,305,152,36
ZCTA5 72311,113,0,5,0,0
ZCTA5 72315,15112,1364,780,123,102
ZCTA5 72320,1386,8,16,0,0
ZCTA5 72321,108,10,0,0,0
ZCTA5 72322,148,0,4,0,0
ZCTA5 72324,1496,126,36,0,8
ZCTA5 72325,22,4,0,0,0
ZCTA5 72326,1339,70,132,0,16
ZCTA5 72327,1085,131,20,18,7
ZCTA5 72328,31,3,0,0,0
ZCTA5 72329,127,0,0,0,0
ZCTA5 72330,384,15,0,0,0
ZCTA5 72331,1972,116,67,10,3
ZCTA5 72332,23,2,0,0,0
ZCTA5 72333,450,10,7,0,0
ZCTA5 72335,13233,967,436,39,57
ZCTA5 72338,0,0,0,0,0
ZCTA5 72339,125,18,0,0,0
ZCTA5 72340,32,11,0,0,0
ZCTA5 72341,151,18,0,0,0
ZCTA5 72342,3087,406,143,17,13
ZCTA5 72346,396,36,12,0,0
ZCTA5 72347,472,59,17,0,7
ZCTA5 72348,1884,118,16,3,2
ZCTA5 72350,824,104,31,6,0
ZCTA5 72351,348,20,4,0,0
ZCTA5 72353,69,0,0,0,0
ZCTA5 72354,1696,58,14,6,0
ZCTA5 72355,1802,112,52,0,20
ZCTA5 72358,903,8,17,0,0
ZCTA5 72359,332,9,6,0,0
ZCTA5 72360,3950,291,110,14,7
ZCTA5 72364,9704,1482,710,73,36
ZCTA5 72365,2109,134,48,4,9
ZCTA5 72366,1276,102,40,0,0
ZCTA5 72367,84,0,0,0,0
ZCTA5 72368,901,55,8,0,3
ZCTA5 72370,4981,369,63,14,75
ZCTA5 72372,1460,84,51,0,6
ZCTA5 72373,848,57,7,0,0
ZCTA5 72374,644,20,0,0,0
ZCTA5 72376,1318,111,7,11,12
ZCTA5 72377,16,0,0,0,0
ZCTA5 72379,51,0,0,0,0
ZCTA5 72383,39,0,0,0,0
ZCTA5 72384,505,18,2,0,0
ZCTA5 72386,1226,61,17,6,2
ZCTA5 72389,200,24,0,0,0
ZCTA5 72390,5299,229,99,37,40
ZCTA5 72392,325,17,16,0,0
ZCTA5 72394,520,70,8,0,0
ZCTA5 72395,783,105,34,0,0
ZCTA5 72396,8879,814,383,50,35
ZCTA5 72401,34737,5400,2055,327,582
ZCTA5 72404,15998,3638,1542,551,352
ZCTA5 72410,261,25,5,0,0
ZCTA5 72411,1652,145,66,4,0
ZCTA5 72412,575,52,15,0,0
ZCTA5 72413,373,15,25,0,0
ZCTA5 72414,256,36,29,0,0
ZCTA5 72415,886,109,0,0,3
ZCTA5 72416,3915,453,145,11,15
ZCTA5 72417,2834,342,113,35,2
ZCTA5 72419,1086,73,14,0,0
ZCTA5 72421,375,23,1,0,0
ZCTA5 72422,3653,244,83,33,18
ZCTA5 72424,46,1,0,0,0
ZCTA5 72425,273,36,0,0,0
ZCTA5 72426,137,21,7,0,0
ZCTA5 72427,96,4,1,0,0
ZCTA5 72428,41,2,0,0,0
ZCTA5 72429,273,17,2,0,0
ZCTA5 72430,263,8,7,3,0
ZCTA5 72431,317,2,4,0,0
ZCTA5 72432,3982,112,31,0,32
ZCTA5 72433,2081,104,41,0,2
ZCTA5 72434,1261,99,74,34,14
ZCTA5 72435,302,11,9,0,0
ZCTA5 72436,579,43,19,2,0
ZCTA5 72437,2333,183,92,3,5
ZCTA5 72438,1565,70,39,0,0
ZCTA5 72440,139,11,4,0,6
ZCTA5 72441,53,0,0,0,0
ZCTA5 72442,2966,252,63,0,37
ZCTA5 72443,2140,253,30,12,2
ZCTA5 72444,1110,32,25,0,0
ZCTA5 72445,56,1,0,0,0
ZCTA5 72447,1492,145,28,40,3
ZCTA5 72449,146,10,0,0,0
ZCTA5 72450,24529,2392,1094,162,134
ZCTA5 72453,110,8,1,0,0
ZCTA5 72454,3447,260,68,26,0
ZCTA5 72455,8653,926,295,13,39
ZCTA5 72456,309,29,7,0,0
ZCTA5 72457,118,18,0,0,4
ZCTA5 72458,581,36,16,4,0
ZCTA5 72459,1188,66,20,0,0
ZCTA5 72460,627,17,69,0,0
ZCTA5 72461,2622,276,77,24,7
ZCTA5 72462,262,6,13,0,0
ZCTA5 72464,34,0,0,0,0
ZCTA5 72466,1002,117,101,12,7
ZCTA5 72467,5,5,0,0,0
ZCTA5 72469,851,17,50,0,0
ZCTA5 72470,159,14,13,0,0
ZCTA5 72471,603,39,15,0,0
ZCTA5 72472,6299,503,146,35,8
ZCTA5 72473,1839,135,19,0,0
ZCTA5 72476,4556,447,199,11,21
ZCTA5 72478,283,13,28,0,0
