	273819
10453	4142
10013	8633
10451	5154
10457	4815
10455	3558
10105	6
10459	4054
11232	3975
10103	1
10017	6701
10282	71
10280	151
10118	6
10112	2
10110	3
11379	2850
11102	2162
11377	6634
11106	3221
11373	6281
11375	5179
10048	50
11229	5561
10040	1672
11201	9742
11203	9120
11205	4568
11104	1723
11207	13256
11209	4347
10121	9
11225	4884
11368	5905
11366	1653
10022	10470
11364	2097
11362	1380
11360	836
11221	5821
11212	7505
11210	5805
10039	1286
11214	5473
10035	5306
10037	1976
10031	3028
10033	3685
11359	9
11005	61
11694	1028
11357	2296
10464	445
11355	6476
11216	6347
10309	2576
10307	700
10305	3933
10303	551
10301	4204
10028	2853
10026	2119
10024	4092
11223	6096
11218	5389
10020	483
10002	8265
11429	2293
11421	2809
11423	2735
11427	1954
10154	1
10310	2437
10312	4458
10314	3340
11001	322
11238	5184
10019	10453
11230	7338
10011	6661
11234	8460
11236	8599
11432	5642
11430	97
11436	1624
11434	7987
10004	1375
10006	922
10000	98
10271	2
10167	2
11692	895
10165	8
10475	2754
10123	8
10471	1254
10473	3103
11249	2639
10178	1
10075	2157
10170	1
10172	13
10174	1
10466	5741
10169	11
10107	1
10462	4405
10460	4705
10468	5161
11412	3254
11414	2071
11416	2352
11418	3334
10065	5948
10069	168
10012	4875
10452	3863
10456	4193
10454	3876
10458	5764
10010	4854
11385	8449
10016	10634
10014	4001
10281	46
10119	163
10111	20
11109	82
10278	4
11378	4073
11103	2711
11101	10824
11370	2422
11105	2001
11374	3323
10803	4
10041	1
10029	6022
10128	3882
11204	5533
11226	8213
11208	7675
11372	5608
10025	4777
11369	3042
11367	2855
11365	2145
11363	882
11361	3549
11220	7494
11213	7185
11211	6685
11217	6369
11215	5991
10034	3006
10036	9995
10030	2182
10032	3701
11358	3468
11004	1636
11697	96
11695	11
11356	2143
11354	7016
10023	4623
10038	1942
10308	1855
10306	5784
10304	4531
10302	540
11228	3175
10027	5320
11224	2910
11222	5034
10021	3929
11219	5723
10003	6229
11428	1814
11420	4767
11422	4412
11426	1472
10153	5
10151	1
10155	4
11239	1054
10018	7265
11231	2830
11233	7157
11235	6435
11237	4183
11433	3537
11435	4628
10005	806
10007	2468
10001	9625
10168	14
11206	7234
10009	3557
11693	928
10474	2209
10470	2061
10472	3591
11691	3514
10120	1
     	42
11242	1
10171	1
10173	1
10467	7287
10465	2847
10463	3982
11040	238
10469	5027
11411	2045
11413	4962
11415	1390
10461	4874
11417	3540
11419	4309
11251	1
10106	1
