2012	10469	12789
2010	07206	1
2015	11236	17518
2009	11358	1546
2011	10704	4
2012	11784	1
2016	10506	1
2011	10475	2622
2016	11040	452
2016	11802	3
2014	11373	14261
2010	10021	6334
2013	10116-0313	1
2010	08650	1
2015	11222	11703
2014	11570	4
2015	11426	3509
2013	11363	1550
2017	10044	121
2013	11568	3
2010	11050	4
2010	17332	1
2013	75019	1
2016	11218	17526
2011	11377	14002
2016	11050	4
2016	11690	1
2012	33770	1
2009	11226	10807
2014	11797-9004	1
2011	10532-1533	1
2010	11791-3416	3
2015	11413	8373
2013	11374	7308
2016	18773-9460	1
2013	33431	1
2012	18355	1
2010	55164-0437	3
2012	60630-2534	1
2016	11552	6
2014	11003	11
2009	11231	1661
2010	32668	1
2012	07024	4
2016	10804	4
2014	10553	2
2014	94524	2
2017	11359	2
2017	11111	3
2015	14450	1
2014	11251	7
2017	42301	1
2014	10301	10362
2013	08094	1
2015	01888-4133	1
2011	11581	6
2016	07608	1
2012	11239	654
2017	11414	1532
2013	13614	1
2013	89014	2
2013	10704	5
2015	07083	1
2010	19182	1
2010	07670	1
2012	92879	1
2010	92619	1
2013	07083	1
2014	01701-0166	1
2009	10705	1
2013	11803	3
2016	11212-5368	2
2014	14206	1
2011	11208	22627
2012	14301	1
2014	11432	11836
2015	32896-5053	1
2013	11802-9060	1
2012	14209	1
2012	08823	1
2015	06851	2
2012	78265-9707	1
2011	61702-3517	2
2010	60693	1
2012	75013	1
2013	10128	7542
2011	11422	5721
2012	12601	1
2010	23462	1
2017	10604	1
2017	10153	5
2011	07042	1
2011	93387-1750	1
2013	11101	9719
2012	10004	1550
2011	11224	5378
2009	11375	2738
2015	071114	1
2013	80111	1
2014	07601	5
2012	11416	4748
2015	11721	1
2010	08086-0129	2
2016	07047	11
2012	11050-4341	1
2010	33311	1
2010	18706	1
2017	10029	4485
2009	10473	1595
2015	10474	5429
2011	11518	1
2011	07735	2
2010	06604	1
2012	10468	20780
2011	111694	1
2015	11237	17370
2013	11510	6
2014	00000	33
2009	11359	4
2016	10075	4272
2015	07417	1
2015	60555	2
2014	6462430478	1
2011	10474	4971
2015	33409	1
2015	10280	665
2014	11901	1
2016	11201	16396
2016	11803	4
2014	11374	8253
2017	11933	1
2010	10020	264
2017	05620	1
2013	10956	1
2014	60148	1
2011	1120	1
2016	08861	1
2012	10454	6374
2015	11221	26196
2015	11421	10066
2017	10045	2
2009	11747	4
2011	11001	615
2017	10282	144
2012	10116	1
2016	11693	2954
2010	80221	1
2013	11010	6
2012	11767	2
2010	07060	1
2015	11414	6862
2011	11741	1
2010	23541	11
2013	10312	8815
2011	11112	1
2010	55127	1
2013	33701	1
2011	07102	1
2011	38111	1
2016	32205	1
2016	11553	6
2010	10805	1
2011	10280	384
2009	11230	5241
2009	11030	1
2011	11572	2
2011	11757	1
2011	30144	1
2016	10803	32
2014	10552	1
2017	11358	2114
2009	10038	751
2014	08540	2
2011	07660	2
2016	11549	1
2009	11004	732
2013	48034	1
2012	11238	15482
2014	10306	12591
2017	11415	1430
2015	11005	127
2013	92007	1
2011	07670	1
2013	10707	2
2009	11563	2
2011	08854	1
2012	14210	10
2013	11802	1
2016	11385	27726
2009	10044	116
2017	19713	1
2012	11004	2399
2012	07410	1
2014	11431	1
2014	07042	2
2010	46147	1
2015	07094	11
2014	14692-2878	1
2010	11710	5
2016	NA	23
2014	12814	1
2012	33634	1
2011	55422-4811	1
2009	44113	1
2017	10154	7
2010	11514-0363	1
2010	35209-3120	2
2017	00083	4
2014	11753	1
2017	11735	3
2013	11102	5300
2010	11708	1
2014	30339	1
2012	60191	1
2011	11223	12681
2014	07117	1
2009	11372	2678
2015	18644	1
2012	11415	4076
2015	11726	4
2012	07801	2
2013	11225	19794
2011	30062	1
2011	92867	1
2014	11749	6
2014	29603	1
2016	91367	1
2014	10451	12158
2010	08080	1
2013	11741	1
2012	06870	1
2010	33069	1
2015	07646	2
2010	07928	1
2009	10470	1027
2013	193330	1
2016	10990	1
2013	30353-1704	1
2014	33122	1
2010	11749-1500	1
2015	08648	1
2016	08876	1
2010	0000	11
2015	11230	20468
2011	06604	1
2011	19850	2
2016	40290-1094	1
2015	10281	191
2016	11206	19286
2016	11042	2
2011	07043	1
2011	XXXXX	1
2014	11375	13145
2013	10075	3537
2012	11797-1016	1
2012	10455	8674
2015	11220	20264
2014	11576	2
2015	11420	12170
2010	10553	2
2016	44087-2340	1
2015	10123	11
2012	10523-0935	1
2013	75090	1
2011	11371	82
2016	UNKNOWN	5
2016	11692	3660
2009	11220	3928
2013	10940	1
2012	11766	1
2015	11415	5593
2011	11742	2
2014	32824	1
2014	90036	1
2017	57709	1
2011	07105	2
2016	11550	7
2014	11001	603
2014	11241	13
2010	10804	1
2011	10281	60
2009	11237	3941
2014	11577	1
2009	10523	2
2012	14618	1
2012	07026	3
2011	11756	3
2011	57117	1
2015	02241-5789	1
2012	89102	1
2013	07405	1
2009	10039	1348
2014	44139	1
2009	43236	3
2010	07311	1
2016	?	2
2014	10307	2332
2011	11096	1
2012	75007-1958	2
2010	11784	2
2015	40269	1
2012	11237	13683
2017	11412	1913
2015	11004	2450
2014	10528	1
2011	921123	1
2012	000000	6
2009	11797-9001	1
2013	1046	1
2009	43216-3250	1
2012	11005	59
2014	11430	742
2013	NA	22
2012	10550	6
2015	10044	360
2009	11005	5
2012	07093	1
2012	48195-0391	1
2010	13502	1
2009	10159	1
2013	46350	1
2013	11011	1
2016	14901	1
2013	07652	2
2011	33445	1
2015	00000	42
2012	02061	4
2010	93912-0053	1
2015	11423	6962
2013	11434	9775
2017	10155	2
2013	00641	1
2013	11103	6733
2011	55164	6
2011	11222	8528
2011	30329	1
2009	11373	3402
2015	11580	17
2012	11414	5489
2011	11418	8415
2013	11224	5980
2011	07054	3
2014	45241	1
2014	11980	1
2010	11757-0602	1
2014	10456	22211
2009	23219	1
2009	11430	152
2015	07647	1
2015	11598	12
2009	10471	799
2013	20013	1
2013	11210	12469
2017	11510	4
2010	01810	1
2010	20902	1
2016	75266-9023	1
2010	07203	2
2015	11231	8823
2014	11581	7
2010	10546	1
2011	10701	11
2016	11040-4204	1
2010	44139	3
2016	11207	28654
2011	11368	14512
2009	18504	1
2011	10040	17528
2012	10456	19835
2010	07071	3
2010	07748	1
2010	10552	4
2015	10122	2
2011	80011	1
2013	33401	1
2011	20737	1
2014	08830	1
2011	11370	4033
2013	11030-3411	1
2009	11221	6474
2014	08086	1
2013	10009	11692
2011	11507	3
2015	11416	6487
2011	11743	5
2009	75234	1
2013	10310	4628
2012	11739100	1
2010	00	1
2014	11242	8
2014	327500	1
2017	07090	1
2011	11570	8
2012	11753	3
2014	45274-2596	1
2010	27263-1806	1
2016	10801	6
2014	10550	5
2009	10036	2100
2015	23225	1
2016	32231	2
2012	33009	1
2014	10304	10383
2015	10069	378
2015	NEW JERSEY	1
2011	11584	1
2009	07960	1
2015	06878	1
2012	11236	14085
2017	11413	1960
2011	10150	2
2013	10549	2
2012	10301	9233
2010	76065	1
2012	44720	1
2009	11561	1
2013	07086	2
2012	32857	1
2013	43219	1
2011	18519	1
2014	14203	1
2014	NY	1
2009	63006-0701	1
2010	11797-9001	1
2012	10553	3
2014	07901	1
2010	07310	7
2012	07094	3
2016	32255-1268	2
2011	10523	5
2010	NA	50
2017	46219	1
2011	11427	3806
2014	07675	2
2013	11435	9025
2014	75240	2
2010	11787	1
2016	11452	1
2014	80111	1
2012	10009	11342
2011	11221	25611
2010	78265-9728	1
2009	11370	995
2017	10162	23
2015	07438	1
2009	11236	3104
2012	11413	7572
2011	11419	9873
2013	11423	5346
2017	11501	1
2014	10457	23377
2010	11716	1
2009	11433	2410
2017	UNKNOWN	1
2010	08837	2
2015	07644	1
2015	11581	20
2013	11211	13528
2014	95762	1
2012	11570	2
2015	18773-4200	1
2015	12917	1
2011	03079-1048	1
2015	11232	8254
2011	06606	1
2010	10547	1
2010	11804	1
2012	11788	3
2016	85351	1
2011	10471	3433
2014	11580	16
2016	11204	15304
2011	11369	6827
2014	11377	15159
2016	9153	1
2011	10041	1
2015	20791	1
2012	10457	20070
2015	11226	38381
2012	01234	1
2015	11422	6077
2017	10040	4250
2013	32401	1
2011	35209-3114	1
2011	76161-0206	1
2011	11373	12433
2016	11054	2
2017	07640	1
2009	11222	2403
2013	10006	849
2012	23450	1
2015	11417	7899
2010	60168-4009	1
2011	3672	1
2013	28807	2
2012	11219	11506
2012	1101	1
2016	43216	1
2009	?	1
2013	48393-102	1
2010	43236	7
2012	33767	1
2014	07417	1
2014	10454	7751
2009	11235	3779
2012	60656	1
2011	01851	1
2012	07020	2
2012	07928	1
2014	11096	2
2017	11355	3748
2009	10037	854
2010	11520	4
2016	12222	16
2009	11570	1
2014	10305	8726
2011	89129	1
2012	11235	16492
2013	11005	82
2010	56806	1
2017	61702	1
2015	00083	118
2017	07030	1
2017	06870	1
2012	10302	4375
2010	60179	1
2009	07102	1
2014	07936	1
2011	40232	1
2015	07004	1
2013	07087	3
2009	07748	1
2013	43218	3
2011	NA	26
2012	94551	5
2014	63301	2
2012	10552	6
2015	11501	4
2014	55812	1
2009	44122	1
2012	07095	2
2010	11717	1
2015	12071	1
2012	55903	1
2011	0000	1
2015	06770-3437	1
2014	60076	1
2017	19456	1
2013	78265-9569	1
2011	11426	3443
2010	07650	3
2013	11436	3661
2014	11756	3
2011	11137	1
2010	24017	1
2011	38016	2
2012	10008	1
2011	11220	15977
2014	07114	130
2009	11371	9
2012	07102	4
2017	07093	2
2015	11725	7
2013	11422	4396
2013	11226	33074
2013	75403	1
2016	91360	1
2011	07107	1
2010	08083	4
2016	11428	4544
2009	11432	2831
2010	32752	3
2011	10468	24057
2013	11212	18586
2011	10522	1
2013	10708	1
2012	11372	10630
2010	07201	7
2015	11233	21873
2009	07020	1
2010	20850-5775	4
2015	67504-1344	1
2010	85004	1
2015	77272	1
2009	10465	1580
2011	10470	4313
2016	11205	16201
2013	07747	1
2014	UNSURE	1
2014	11378	9019
2013	10952	1
2015	11225	22078
2010	07073	2
2010	10550	9
2013	11368	12897
2017	10041	9
2016	14222	1
2009	10308	1142
2017	11040	110
2017	10573	3
2013	14692-2878	1
2012	11412	7578
2011	11372	10579
2009	08904	1
2013	60656-1490	1
2009	11223	3187
2014	11367	7880
2013	10007	2605
2016	29601	2
2012	07631	1
2012	07039	1
2012	11218	12639
2014	15219	1
2016	11557	1
2014	11004	2109
2010	10801	8
2014	08807	1
2014	10065	5468
2017	55343	1
2016	11429	4692
2017	11354	2708
2009	10034	3481
2016	92584	1
2009	43231	2
2011	11359	25
2013	98007	1
2017	14614	1
2009	07962	1
2010	11249	720
2016	07607	1
2012	11234	15110
2017	11411	989
2017	11360	831
2013	11004	1930
2012	10303	4706
2009	20850	1
2017	NY 10604	1
2014	11757	1
2013	11030	5
2011	000000000	1
2009	11797-9004	1
2013	07481	1
2016	07631	1
2010	40202	1
2013	29615	1
2009	11590	8
2016	12209	1
2009	55345-9001	1
2011	53201-2983	1
2016	10708	6
2015	07504	1
2014	07512	1
2010	11714	2
2013	00717	1
2013	00000	27
2012	19850	3
2009	15561	1
2014	54602	1
2017	10601	1
2017	10158	3
2013	06840	2
2009	73155-0779	1
2010	11789	1
2010	17111	5
2013	10111	24
2012	38037	1
2012	07103	1
2012	11411	3720
2014	07661	1
2013	11421	6946
2009	11234	3369
2013	11221	22389
2016	07042	3
2014	10455	10019
2013	10455	9276
2010	34604	2
2012	10075	3074
2010	07450	1
2016	55614	1
2009	14231-9027	1
2009	07039	1
2009	11435	2614
2014	07070	1
2011	10469	14325
2013	11213	20136
2012	11572	2
2012	11373	13137
2016	08102	1
2012	11755	3
2013	11757	5
2010	10701	5
2013	117723518	1
2010	11802	1
2009	10464	255
2011	10473	8560
2013	02453-3483	1
2016	18773	1
2014	23541-1223	1
2014	11379	6922
2009	17111	1
2011	11001-2024	1
2012	11369	6515
2013	30303	1
2012	10451	9301
2015	11224	7267
2014	6201-5773	1
2013	11369	6149
2016	14221	2
2009	10309	1355
2015	10453	27030
2014	11366	3816
2009	17106	2
2015	30328	1
2013	10004	1640
2012	07632	6
2014	11561	4
2017	10055	1
2016	32752-9963	1
2016	11554	2
2014	11005	119
2016	60148-8479	1
2013	43054	1
2017	10710	2
2013	10305	7264
2017	11	1
2011	12250	1
2010	13440	1
2017	11357	1992
2009	10035	2036
2013	92038	1
2012	12212-5368	1
2009	43232	1
2011	11358	7159
2009	11572	1
2015	600184501	1
2015	07932	2
2011	11735-9100	1
2012	07729	1
2017	11901	1
2011	11726	2
2015	11725-5710	2
2013	23606	1
2011	07302	13
2016	07606	1
2012	11233	18714
2017	11361	1704
2013	44122	1
2015	12345	1
2012	10304	8520
2010	43218	1
2014	11754	1
2010	98036	8
2016	23833	1
2011	14132	2
2017	44515	1
2016	07632	2
2009	55344	2
2012	11001	646
2011	0883	1
2014	33304	1
2013	48090	1
2017	33309	1
2013	07981	1
2010	07666	3
2015	07012	2
2014	32789	1
2015	92551	1
2016	55433	3
2009	19154-3210	2
2014	NEWARK	1
2013	07024	5
2010	07652	1
2013	11430	554
2010	11788	8
2011	07208	1
2015	10309	6451
2013	10112	41
2015	98124	1
2011	11414	4971
2013	11420	8050
2013	37214	1
2013	11220	16566
2011	30067	1
2015	10573	6
2013	10454	7033
2010	11400	2
2017	11749	1
2010	08360-4213	1
2014	02907	1
2016	11779	4
2010	07728	1
2009	11434	2719
2009	11365	1252
2015	07643	1
2009	10451	2676
2010	14009	1
2016	N.A	1
2013	11214	13065
2015	11001-2024	1
2011	07024	2
2017	11514	2
2013	10460	13455
2012	11370	3966
2012	07097	1
2016	11763	1
2013	11756	2
2013	13221	2
2014	60089	1
2012	30152-3469	1
2010	11803	4
2009	10467	8408
2011	10472	18639
2013	11572-5233	1
2010	90060-0578	2
2012	11368	13641
2012	10452	22034
2013	11762	1
2016	01757-2821	1
2009	11101	2616
2015	07114	152
2016	10065	6854
2017	11042	2
2013	11563	8
2015	10452	24408
2016	10023-6349	1
2010	30189	1
2016	11211	19495
2009	32750	1
2011	82601	1
2012	07524	1
2014	11365	6379
2013	10005	1939
2011	10920	1
2011	10459	13142
2016	11024	1
2010	10803	36
2009	19053	1
2015	07901	3
2010	17106-7015	3
2013	12206	1
2012	11757	3
2010	07016	1
2013	10304	8406
2016	10048	10
2017	11356	1643
2009	10032	6027
2014	85251-6547	1
2012	75085-2039	1
2011	11357	7378
2016	0	9
2014	08817	1
2010	1797	1
2012	07726	2
2012	95407	1
2015	11096	4
2016	43123	1
2012	11232	6166
2012	48346	1
2017	11362	782
2012	10305	7398
2009	61702-3517	2
2014	37214	1
2014	11226	37932
2010	43219	4
2014	10310	6201
2011	11590	14
2014	10163-4668	2
2010	?	1
2016	11725-9030	1
2012	60181	2
2011	1373	1
2012	14206	1
2010	10153	3
2010	60440-7249	1
2015	11514	3
2013	11431	1
2014	75244	1
2012	11558	2
2015	10308	6152
2010	11797-2016	1
2016	10801-6393	2
2014	07111	1
2012	13580	1
2012	75024	1
2010	60148	1
2015	11520	5
2011	11415	4175
2014	07663	1
2013	11427	3750
2013	08816	2
2014	10108	1
2016	07040	2
2014	35476	1
2011	60630	3
2011	14132-9097	1
2013	10457	21444
2015	44720	1
2009	11364	1174
2013	28590	1
2009	10452	6732
2011	06128	1
2013	07201	5
2013	11215	13388
2017	92131	1
2013	10461	10904
2012	11371	19
2013	10069	408
2012	JFK	1
2013	11751	1
2010	10543	1
2012	07101	1
2009	11758	1
2015	07410	1
2011	77074	2
2009	10466	3910
2015	10603	1
2010	10029	12150
2010	11352	1
2015	617023517	1
2013	11223	12208
2012	10453	20908
2013	11763	3
2015	07115	3
2013	11560	1
2015	10451	13657
2010	999999	2
2016	11210	17551
2017	19047	1
2015	11901	3
2013	07631	1
2014	11364	5392
2013	55113	1
2015	07000	1
2013	10002	13578
2013	19013	1
2010	01748-9100	2
2014	11563	9
2012	11725-5710	1
2010	10528	2
2013	08901	2
2009	11735	4
2016	11219-0283	1
2012	1105	1
2011	10458	27565
2012	10122	1
2014	98036	2
2017	44087	1
2010	80237	4
2009	11239	212
2011	DON'T KNOW	1
2011	10026	8431
2013	06477	1
2012	07624	2
2012	11758	2
2011	11510	3
2011	11758	3
2012	32256-7412	4
2013	10307	1959
2011	07310	8
2009	10033	3682
2014	11011	1
2011	11356	5298
2016	11749	4
2009	07201	1
2009	00919	1
2011	08650	1
2011	07300	1
2012	11231	6755
2017	11363	506
2013	11001	491
2014	10522	1
2012	10306	10845
2017	23541	1
2012	10940	2
2012	11003	11
2010	77072-1624	1
2016	12206	1
2010	07660	2
2012	33331	1
2015	11596	1
2015	87002	1
2013	5709-0100	1
2016	14094	1
2017	11430	186
2010	75247	1
2011	10314	15964
2015	11733	1
2011	14068	2
2010	07105	1
2013	07026	1
2013	11432	10479
2015	10543	2
2012	11559	12
2012	07087	5
2013	11216	19065
2014	55438-0902	1
2010	11701	1
2010	10960	1
2014	85711	1
2015	11729	3
2013	11426	2759
2013	11222	9106
2015	07010	2
2013	10456	18716
2009	11436	915
2009	11367	1991
2009	10029	2978
2014	07073	3
2012	44125	3
2013	07202	1
2013	11561	4
2012	91514	1
2012	11575	2
2010	24033	1
2013	10462	14868
2011	92193	1
2014	11103	8698
2016	75007	1
2015	14228	1
2009	07024	1
2010	10704	9
2009	14240	1
2010	11801	4
2009	10461	2600
2012	32239-5118	1
2011	11416	5352
2010	10028	7040
2015	0714	1
2015	08638	1
2015	07981	1
2015	11229	16902
2014	11579	2
2015	11429	5056
2009	19456	4
2009	11103	1769
2015	53566	1
2009	10304	2075
2009	10453	7886
2010	06840	1
2016	11213	22459
2013	1735-9100	1
2014	11363	1856
2009	55164	4
2013	10003	13046
2011	10926	1
2011	10457	23583
2010	21045	1
2011	63195	1
2012	10123	1
2009	11238	3537
2016	10514	1
2011	10027	14110
2013	10019	12110
2010	07014	1
2016	06901	1
2010	55164-0378	1
2012	17701	1
2013	10306	11426
2012	10708	4
2015	07206	1
2009	10030	2159
2014	11010	1
2011	11355	10420
2016	10528	1
2012	11747	7
2011	11725	10
2011	07307	4
2011	19886-5153	1
2011	92013	1
2012	11230	17778
2017	11364	1554
2009	10028	1602
2010	08512	1
2014	10523	6
2015	10605-1303	1
2013	10543	1
2010	12345	1
2012	10307	2045
2010	PE60ND	1
2014	11224	6330
2014	33486	3
2014	10312	11368
2009	32256	2
2012	10941	1
2011	0886	1
2011	10801	3
2011	07604	1
2012	11249	3775
2016	10550-1202	1
2015	77388	1
2010	07663	2
2015	07017	1
2013	07090	1
2016	33463	1
2015	10152	1
2010	75244	1
2013	10123	2
2014	11208	23340
2015	11516	2
2013	11433	7317
2011	60656-1490	3
2012	07086	3
2010	30092	1
2010	28705	1
2014	10930	1
2013	14614	1
2011	10303	5520
2015	08003	2
2010	07112	1
2015	43235	1
2011	11417	6728
2011	11553-0707	1
2013	60714	1
2012	11542	2
2014	11741	3
2014	10122	2
2012	91910	1
2013	10451	9683
2016	02346	1
2013	11749	5
2009	11366	696
2017	11242	4
2013	07203	1
2013	11217	9595
2009	10454	1557
2012	11576	5
2015	07310	14
2014	07410	2
2015	92649	1
2013	10463	16354
2012	11377	13946
2014	11102	7262
2012	80909	1
2013	11753	2
2010	10705	6
2010	33477	1
2010	78503	2
2011	77072	2
2009	10460	5010
2015	10601	11
2016	30092	2
2011	23451	1
2011	92807	1
2014	11599532	1
2011	07726	4
2009	19176-0101	1
2010	07470	1
2015	11228	7922
2015	11428	4464
2010	33336	1
2017	90054	1
2009	11102	1549
2010	78217-1274	1
2009	10305	1828
2013	11566	4
2013	77043	2
2011	68106	1
2015	10457	23922
2016	11212	22054
2011	11379	6632
2014	11362	3392
2014	14221-5783	1
2013	10000	117
2014	11565	2
2010	27713-2204	1
2009	10312	2466
2016	61826	1
2015	10153	21
2016	43218	1
2013	12865	1
2011	10024	9007
2015	10977	3
2013	10018	4510
2010	07015	1
2013	10301	8816
2012	10709	1
2015	07207	2
2010	11735-0230	2
2014	75024	2
2009	10031	6066
2012	85282	1
2011	11354	8886
2009	85004	1
2012	11746	4
2014	11549	1
2011	11722	1
2017	10704	2
2013	10333	1
2011	07306	6
2010	30622	1
2017	11365	1853
2013	11003	8
2014	11225	21090
2009	07104	1
2015	14304	1
2011	48980	1
2013	7666	1
2014	10538	2
2010	10577-0900	2
2016	12204	1
2015	43218	1
2009	11516	1
2015	07016	1
2013	07093	3
2010	89193	2
2012	14203	1
2016	28501	1
2011	11772-3518	1
2011	10456	22197
2012	07010	2
2017	11432	3587
2014	01850	1
2010	10150	1
2015	08820	1
2014	10984	1
2013	10122	2
2014	11209	15721
2010	07107	1
2013	07020	3
2016	60077	1
2012	75090	1
2014	55439	2
2010	11703	1
2013	11218	14454
2016	06515	1
2011	10302	5415
2013	10116	1
2010	07111	1
2013	07030	16
2009	10281	5
2014	07664	1
2011	30339	1
2009	90509-2829	1
2014	10123	7
2011	07945	1
2013	18773	1
2012	46308-6000	1
2016	11422	5849
2010	17106	2
2009	11361	1390
2014	74147	1
2015	11590	10
2015	11758	1
2012	07114	63
2015	11735	8
2013	08807	3
2011	07020	4
2012	11577	3
2017	11241	5
2013	10464	3028
2012	17446	1
2012	11374	7022
2014	11101	12695
2011	11249	253
2011	60197-5219	1
2009	10463	4095
2015	10606	1
2009	08053	1
2012	92132	1
2009	89117-5873	2
2013	11766	1
2009	11105	1467
2015	07110	1
2016	10069	421
2010	03079	2
2009	10306	2560
2009	10455	3011
2011	11378	8234
2015	10456	23484
2011	61702-3097	1
2011	44139-3442	1
2009	11729	1
2016	11215	17504
2017	19040	1
2014	11361	5460
2012	19044	7
2013	10001	7482
2013	07632	2
2010	19047	2
2013	11779	2
2014	08003	2
2012	43271	1
2010	14614	1
2010	94551	2
2009	10606	1
2012	ANONYMOUS	1
2011	10455	9040
2012	94954	1
2016	11228	8770
2016	11020	1
2010	43231	6
2010	171052461	1
2015	17104	1
2011	3370	1
2015	10970	1
2012	14051	1
2014	07801	1
2017	11352	1
2011	43218	4
2009	11242	1
2014	07730	1
2009	02459	2
2011	60477	1
2011	07305	1
2017	11366	1512
2014	23113	1
2012	78708	1
2013	10541	1
2014	782659705	1
2014	11222	10920
2011	L7R1H2	1
2014	10314	15719
2015	07003	2
2009	15250	1
2016	1150	1
2015	85285	1
2012	00000	39
2011	10803	14
2012	43614	4
2017	07040	1
2011	27455	1
2013	77077	1
2012	14202	2
2010	43614	2
2017	11433	2401
2009	11737-3515	1
2012	07481	1
2015	11510	4
2010	10603	1
2013	32808	1
2010	33755	2
2014	55438	1
2011	11040-4609	1
2010	11702	1
2010	43218-304	1
2011	10552	3
2014	1123	1
2009	11378	1844
2011	10301	10488
2014	23541	1
2012	10573	1
2009	10280	87
2013	10538	1
2016	23229	2
2014	11743	2
2016	115I0	1
2013	10453	22188
2016	11423	7011
2010	63179	1
2010	02184	2
2009	11360	446
2015	43001	1
2013	66061	1
2013	11219	11368
2014	66211	1
2010	67504	1
2011	10025	14076
2015	11797-9004	1
2013	10465	6511
2012	11375	10563
2012	10065	4686
2010	99999	9
2010	07446	2
2009	11354	2156
2011	10708	5
2009	10462	4483
2010	11747-9001	1
2013	11207	22964
2012	19456	1
2011	11411	3782
2010	11356	4744
2009	10950	1
2013	11767	1
2009	11413	2191
2009	11104	1222
2015	07111	1
2015	07660	1
2009	10307	453
2009	10456	6640
2010	82604	1
2015	92123	1
2015	10455	10119
2011	43219-6011	1
2016	11214	17698
2014	11360	2434
2009	60714	1
2016	20705	1
2015	19801-5148	1
2010	19044	8
2017	06460	1
2013	32725	1
2016	10055	2
2009	10310	1274
2011	10454	6857
2013	33309	1
2016	11229	17340
2016	11021	12
2011	NEWARK INT	1
2012	06088	2
2011	10022	7691
2009	11581	4
2011	1046-0232	1
2011	11514	4
2016	06902	2
2014	91356	1
2017	10065	1432
2013	10303	4791
2012	01760	1
2012	0	33
2012	92046-3023	1
2010	11528	1
2016	11542	1
2010	12550-0831	1
2009	11243	6
2009	32524	1
2017	91942	1
2017	19123	1
2012	90060-0578	3
2009	10025	3658
2015	02250-5126	1
2010	11514	1
2014	11223	14471
2011	14221	3
2010	48010-2036	1
2009	32255	1
2012	98036	2
2010	103132	1
2012	070370	1
2015	11509	1
2016	10278	26
2015	07014	2
2009	76161-1489	1
2009	14043	1
2014	67504	1
2017	11434	2997
2010	75243	1
2009	10457	8987
2010	11705	1
2011	10310	6192
2010	07101	1
2015	11513	1
2010	10602	2
2015	19013	1
2016	10151	4
2016	00877	1
2012	10960	1
2011	94566-9054	1
2017	32780	1
2015	NOT KNOWN	1
2016	94566-9046	1
2014	75201-4234	2
2010	10710	6
2013	07036	1
2011	11412	8002
2014	07666	4
2015	33486	1
2017	34987	1
2012	55101	2
2013	10452	22087
2017	11743	3
2016	11420	13264
2010	12589	1
2014	11111	4
2009	11363	371
2009	11379	1609
2012	07407	1
2010	14228	3
2016	06878	2
2013	07206	2
2017	11367	1930
2014	117	1
2011	06518	1
2010	77210	1
2012	53704	2
2013	10466	14894
2016	07032	1
2010	10940	2
2010	10708	1
2009	11355	2717
2011	14305	1
2011	32878-5063	1
2016	17108-0988	1
2013	11206	13666
2016	31131	2
2010	78749	1
2009	08055	1
2010	11357	7032
2012	10458	25112
2009	11412	1981
2012	06851	1
2010	32896-5008	1
2015	07661	1
2011	08873	1
2013	11565	1
2015	10454	8160
2016	11217	13577
2010	33102	2
2012	37927	1
2009	23260	1
2016	92193	1
2010	43218-3003	1
2014	11566	3
2009	07003	1
2015	07105	1
2011	29601	3
2011	78226	1
2011	10453	24716
2016	--------	1
2010	30350	1
2014	07430	1
2011	10023	8766
2011	11725-9030	1
2010	33025	1
2013	10302	3842
2012	10704	7
2012	1	1
2013	11386	2
2015	31405-1441	1
2016	11545	1
2009	11240	1
2016	02061	2
2012	11743	2
2017	10701	3
2015	35209	1
2017	11368	4925
2009	10024	2024
2014	30360	1
2014	27713	1
2014	11220	17588
2013	73154-0836	1
2009	11010	1
2013	11321	1
2014	75086	1
2012	11008	1
2013	07424	1
2009	10010	1444
2014	18519	1
2011	10805	2
2013	46528	1
2012	11012	1
2011	11804	1
2013	11367-0874	1
2013	66212	1
2009	07111	1
2016	10279	15
2013	07094	6
2009	14132-9097	1
2011	14127	1
2014	11756-0215	1
2015	91324	1
2017	11435	3107
2011	06477	1
2010	23059	1
2013	07023	1
2010	10601	3
2015	45237	1
2015	97477	1
2016	15544	1
2010	11704	5
2009	13209	3
2010	30096	2
2011	10550	1
2011	10307	2109
2014	000000	3
2013	10119	67
2010	14231	1
2011	12590	1
2012	11419	8801
2009	10282	59
2011	60197	1
2015	10028	8973
2010	11738	1
2010	07095-1304	1
2016	11421	10170
2017	11580	2
2010	000	1
2015	11803	4
2010	10977	1
2009	11362	730
2011	50368	1
2011	90024	1
2010	75006	2
2013	10107	8
2012	07111	2
2015	13905	1
2011	11405	1
2009	30328	1
2015	10566	4
2013	10467	27581
2010	11411	4181
2017	11590	1
2014	14009	1
2014	11106	8249
2016	11768	1
2009	11356	1331
2011	14304	3
2013	11205	8254
2009	08691	1
2015	98057	5
2012	11566	1
2012	007310	1
2011	60656	1
2010	11354	9679
2012	11361	4977
2011	11413	8154
2012	10459	11925
2016	10008-378	1
2009	11411	1124
2010	33481	1
2011	NJ 07201	1
2009	11106	1715
2009	10301	2598
2016	94545	1
2012	97076-0477	1
2016	11216	22727
2016	42101	1
2014	48090-2036	1
2015	11251	3
2016	11743	4
2013	11776	15
2009	11357	1524
2015	07104	2
2011	10452	22611
2011	07852	1
2010	80231	3
2011	10020	243
2013	10014	8745
2013	19007	1
2011	11516	2
2010	10041	10
2011	60598-0617	1
2009	11725	1
2012	10705	4
2016	10041	46
2016	60656	1
2011	11350	1
2015	33324	1
