2016	98046-1548	1
2012	19013	1
2015	11776	2
2015	11949	1
2010	60555	1
2014	08827-4010	1
2009	07632	4
2012	37660	1
2012	12212	1
2013	10602	1
2010	18773	1
2013	11730	1
2013	11530	8
2015	11742	1
2012	1305	1
2015	10460	17830
2014	11354	9651
2011	11559	5
2010	10000	124
2011	3337	1
2012	10474	4383
2016	10000	119
2015	11201	14883
2017	10025	5168
2012	77043	2
2011	11021	9
2010	19886	1
2013	12401	1
2015	60630-2534	1
2009	92123	1
2010	10034	13030
2013	11354	8524
2017	10033	5177
2009	38184-0111	1
2010	11208	25057
2009	10065	1388
2011	11366	3004
2013	63042	1
2009	11211	4750
2009	33330	1
2011	60197-6103	2
2015	75074	1
2014	10577	1
2016	07670	1
2012	11203	18688
2016	07307	2
2013	14208	1
2011	75006	1
2010	1130	1
2012	54305-1654	1
2014	06801-1459	1
2011	11561	3
2012	12428	1
2015	11418	9641
2013	66063-3330	1
2015	33903	1
2009	85038-9704	2
2009	10048	10
2017	11104	1817
2010	11691	13327
2011	07650	1
2013	08620	1
2015	11566	2
2012	11735-0230	1
2010	07306	5
2017	48451	1
2011	10604	1
2017	10118	9
2013	10008-3772	1
2010	89103	1
2016	NEWARK	1
2016	07093	5
2015	07801	1
2012	11024	2
2011	94566	2
2014	11411	3515
2017	10026	2621
2011	92046-3023	1
2016	30346	1
2013	95476	5
2010	07054-5020	2
2010	06902	1
2016	01581	1
2011	11102	6006
2012	33614	1
2014	11423	6875
2014	07052	1
2015	11572	8
2009	30360	3
2013	11417	5699
2017	10174	5
2015	10526	1
2010	1414	1
2011	48393	1
2012	10027	12922
2011	11207	28641
2013	14209	2
2013	78746-6379	1
2016	08008	1
2012	11435	9182
2011	11433	9209
2009	77081	2
2011	92705	3
2010	10463	15481
2012	10019	11848
2010	11793	2
2011	11231	7318
2016	11794	1
2011	19101-7829	1
2010	114225	1
2015	11771	1
2015	10019	15883
2011	11429	4799
2010	11749	9
2015	11101	14102
2016	11701	2
2012	33487	1
2015	49690	1
2012	77070	1
2016	10096	1
2015	11743	5
2010	55435	3
2015	10461	14216
2012	10805	3
2014	11355	11494
2015	11357	8348
2011	11558	8
2010	10003	13130
2017	07105	1
2009	55439-2409	1
2013	19044	4
2012	10475	2417
2011	06610	1
2010	33065	1
2015	10107	8
2013	07003	2
2011	11020	3
2015	12603	1
2013	91761	1
2013	30348/5689	1
2017	14414	1
2010	10035	7800
2010	46219	2
2013	11590	10
2010	27802	1
2015	11434	12402
2014	77081	1
2013	11357	6179
2017	10032	4981
2010	11209	13369
2009	14227	1
2013	35209-3120	4
2010	11042	5
2012	10107	2
2011	11367	7483
2009	11210	4097
2014	10601	8
2012	11779	2
2010	10163	1
2016	11526	1
2013	18505	1
2012	59901-3413	2
2015	85283-4583	1
2015	91716	1
2013	10603	1
2014	18015	1
2012	07036	2
2015	11419	12208
2009	N/A	31
2012	14068	1
2011	30319	1
2016	07666	3
2016	92626	1
2017	11105	2215
2010	55164-0887	2
2011	07653	1
2011	32779	2
2010	07307	3
2015	10018	5273
2015	07026	1
2017	10119	33
2012	12550	1
2013	12590	3
2012	UNKNOWN	2
2015	57107-0145	1
2015	07030-5774	1
2011	1066	1
2016	10128	9322
2015	29616	2
2015	55127	1
2015	10533	1
2011	11103	7187
2015	06877	1
2013	08551	1
2009	90060 0578	1
2010	19101	1
2015	97302	1
2012	35209	2
2010	19850-5889	1
2013	11414	5629
2010	11764	1
2009	12533	1
2017	11714	1
2011	10530	3
2012	10026	7983
2011	11206	14018
2011	11430	460
2013	10280	522
2012	11434	10667
2014	11725	6
2011	17111	4
2015	10048	53
2010	11790	1
2011	92704	1
2017	11720	1
2010	10462	16830
2011	11232	7105
2016	11795	1
2013	11722	1
2011	11428	3535
2013	11238	16613
2010	.	1
2017	11530	3
2015	11106	9427
2017	12222	6
2013	10604	1
2015	37067	1
2010	08820	1
2015	07144	2
2014	95476-9005	1
2012	44139	2
2013	55164-0737	1
2015	10466	18505
2013	55439-0846	1
2010	08000	1
2015	11356	5866
2010	10002	14389
2011	07109	1
2016	37214	1
2015	11203	20298
2014	77072	3
2017	10027	4273
2016	11509	1
2011	02459	1
2011	11023	2
2011	10466	16986
2013	46	1
2010	10036	8341
2015	11435	11763
2013	89193-8873	2
2013	11356	4469
2017	10031	6400
2011	92612	1
2015	08723	1
2013	55435	1
2012	10104	4
2011	61702-3427	3
2011	11364	5142
2009	11213	6383
2010	81502	1
2014	10048	57
2012	11776	7
2014	32750	2
2011	11772	1
2009	11749	5
2012	11201	10610
2013	10572	1
2017	07087	1
2012	02109	2
2011	11563	4
2013	07109	1
2014	11735-9000	1
2013	17451	1
2017	11106	2616
2016	10129	28
2011	07652	1
2010	07304	2
2011	75035	1
2010	00721	1
2012	08759	2
2013	11549-3650	1
2011	38655	1
2015	10101	1
2014	11413	7696
2013	07078	1
2013	23562	1
2009	19904	1
2013	10153	17
2017	10020	47
2014	10308	5455
2015	10065	6470
2014	23502	4
2012	30328	1
2010	91716	1
2009	78501	1
2016	90274	1
2015	11570	14
2013	11415	3535
2017	NEWARK	2
2017	10172	8
2017	11717	1
2013	11808	1
2012	03079	1
2013	07643	1
2011	11201	10103
2012	57109	1
2013	11797 9004	1
2012	75240	1
2013	10281	107
2011	11431	1
2010	16601	1
2010	98011-3205	1
2010	11791	4
2013	94551	1
2010	10461	11121
2013	00083	87
2010	78217	1
2010	12211	1
2011	11233	23328
2016	43123-8895	2
2013	11239	895
2012	4412	1
2010	89434	7
2013	18344	1
2015	11343	1
2013	11735	11
2016	45040	1
2010	33615	1
2014	07712	1
2010	18577	1
2012	77072	1
2015	10467	32771
2014	33130	1
2015	63042	1
2010	08001	1
2015	11355	13899
2013	55120	1
2017	07103	1
2011	1103	1
2013	11507	3
2010	33067	1
2014	08691	2
2014	32896	1
2011	10467	32023
2013	07001	1
2010	30362	1
2017	14221	1
2012	07740	1
2011	10039-0841	1
2014	11501	5
2010	10037	4589
2012	76051	1
2009	75091	1
2012	10461	11190
2011	10989	1
2015	07495	1
2010	07042	1
2015	11432	13876
2013	11359	4
2017	10030	2741
2011	46219	1
2009	14225	5
2010	11763	2
2010	11040	523
2016	11208	25922
2011	11365	5532
2017	07670	1
2012	11797-9004	3
2009	11212	4541
2013	61702	5
2014	44122-5340	1
2012	07601	2
2012	08904	1
2013	30030-2534	1
2013	10573	4
2009	43233-1347	1
2013	12255	1
2011	*	3
2012	11215	12930
2012	55344	2
2010	07305	1
2011	10603	3
2014	10177	1
2015	29731-1590	1
2013	07644	1
2014	91752	1
2011	45040	1
2011	51564-0437	1
2015	07024	2
2014	11412	7466
2015	32896-5033	1
2015	11561	5
2010	07604	2
2014	10309	6140
2012	11691	11083
2011	11101	9167
2011	10506	3
2013	07670	2
2011	11218	14411
2017	06840	1
2014	11426	3173
2014	07981	2
2015	70120	1
2010	98108	1
2013	0031	1
2015	11577	5
2017	10173	6
2009	11590-8901	1
2010	48195-0210	1
2016	11756-0215	1
2009	48090	1
2013	10282	183
2010	08757	1
2014	11723	1
2012	11436	3592
2011	11436	4609
2010	66067	1
2013	08837	1
2017	10169	10
2011	07076	1
2017	11722	1
2010	32230	1
2010	10460	19542
2009	08091	1
2012	10014	8379
2011	11234	15696
2016	11797	4
2014	08776	1
2015	11772	6
2012	07172	1
2013	11236	13627
2014	78265	1
2015	10307	2580
2016	14009	1
2010	34230-4155	1
2013	11109	191
2015	11104	6607
2013	08232	1
2011	07111	1
2011	07751	1
2013	10606	2
2010	11796	1
2009	11422	1509
2010	10568	1
2010	33614	1
2011	02061	17
2015	11746	2
2015	10464	2306
2013	7117-7032	1
2013	06128	1
2010	60630	1
2012	02061-0601	1
2015	11354	10481
2013	328965	1
2014	10458	28289
2017	07102	2
2015	11205	11848
2011	77084	1
2014	08690	1
2009	11767	1
2017	10021	2060
2016	0000	2
2015	NEWARK	2
2011	10464	1304
2012	031546	1
2012	48090	2
2015	08401	1
2016	55555	1
2010	10038	3682
2016	08857	1
2012	10460	14897
2015	11433	9978
2013	11518	4
2013	11358	5818
2017	10037	1501
2013	33415	1
2015	95032	1
2009	10069	76
2010	11762	2
2016	11209	18924
2011	11362	2981
2013	07722	1
2015	30348-5658	1
2010	17032	1
2009	11215	3786
2015	R3B0C9	1
2013	11364	4533
2014	10573	4
2010	01010	1
2015	20705	3
2011	11565	4
2012	07035	1
2011	11749	11
2010	11101-2011	1
2013	11373	11619
2014	30303	1
2012	11214	13284
2013	11064	1
2011	06902	1
2011	07654	1
2017	07013	1
2016	10591	5
2010	07302	10
2012	55113-2722	1
2011	36685	1
2012	11220	14534
2016	10259	1
2017	10022	2197
2015	10306	12543
2010	01234	1
2012	11690	1
2011	23502	3
2009	92046	1
2012	11030	2
2011	94596	1
2014	11427	4019
2012	77263	1
2014	34230	1
2012	10543	2
2017	10170	1
2011	10533	2
2012	55407	1
2013	07645	1
2011	11203	21487
2014	10954	1
2012	75006	2
2014	11590-5114	1
2012	11431	2
2014	11722	1
2011	30042	1
2010	11797	7
2010	75266-0360	1
2011	07079	1
2013	07302	12
2010	40844	1
2009	08650	1
2013	9262	1
2011	11235	17005
2010	30360	5
2011	54305	1
2011	11219	13793
2011	08830	2
2017	10168	12
2013	11237	12917
2015	32752-2290	1
2015	11105	8990
2012	10003	12000
2010	19899	1
2009	11423	1652
2015	10119	39
2013	12345	4
2015	11747	13
2010	55439	6
2015	10465	9717
2010	08003	3
2013	10965	1
2014	10459	12571
2015	11204	14925
2010	10573	2
2013	32896-5022	1
2015	10103	28
2009	11766	1
2014	68135	1
2011	10465	6858
2011	32896	1
2016	19701	1
2015	11430	876
2010	10039	5219
2011	10075	3763
2012	10463	13574
2015	11238	20443
2012	48093	1
2017	10036	2778
2012	11782	1
2010	20359	1
2009	11802-9060	1
2015	19407	1
2012	11385	18740
2011	11363	1839
2009	11214	4074
2010	10027	13255
2015	10956	1
2013	11365	5408
2012	01581	1
2017	12553	1
2010	09070	1
2012	10111	3
2009	28272	1
2009	11228	1385
2011	11566	2
2013	11372	9990
2017	10913	1
2012	11217	9235
2017	11109	54
2011	07657	1
2014	11249	7172
2016	60197-6103	1
2009	11542	1
2012	98057	1
2011	11579	1
2014	1000000	1
2016	78265-9584	1
2009	11438	1
2012	11221	22030
2016	11636	1
2010	33351-7902	1
2009	14305	1
2011	1062	1
2015	11563	8
2012	11693	2592
2015	10101-2135	1
2014	11758	1
2011	44115-1299	1
2014	10023-0007	1
2016	30353-0949	1
2011	89193-8873	1
2016	NJ 07114	1
2016	071114	1
2014	11428	3991
2010	60148-8441	1
2010	11797-9012	1
2016	94104	1
2012	10308	4416
2016	10134	1
2013	07004	1
2012	91716	1
2017	10171	1
2017	11710	2
2012	012345	1
2015	07093	2
2010	12551	2
2013	07646	1
2013	11096	2
2014	07045	1
2012	75007	2
2010	12204	1
2009	55439	4
2013	35223	1
2012	11430	486
2011	11434	12061
2015	60173	1
2012	85001-0071	1
2013	07305	1
2013	92816	1
2010	11719	1
2012	10016	9436
2011	11236	15247
2012	14450	3
2013	02241-7460	1
2014	07102	3
2010	33442	1
2010	19850-5740	1
2013	11234	14875
2012	11557	1
2015	10305	9028
2017	11518	1
2014	29616	3
2011	10601	2
2012	10002	12622
2015	14202	1
2009	11420	2155
2015	07631	2
2011	98036	5
2012	91309	1
2017	64116	1
2010	34684	1
2015	01757-2821	1
2015	11207	29131
2013	11746	3
2015	14052	1
2017	10023	2737
2012	11797	8
2011	10462	17750
2011	644662	1
2012	55164-0437	1
2015	11575	2
2013	10964	2
2012	10462	16294
2015	11239	1020
2010	07047	4
2015	11431	1
2013	11516	1
2010	31750	1
2013	11418	6492
2017	10035	2509
2012	77057	1
2013	77056	3
2010	55614	1
2011	11360	2364
2011	198580	1
2010	11791-9036	4
2015	00116	1
2009	11217	2198
2010	10026	8252
2011	10048	53
2009	89434	3
2014	10044	372
2011	11776	6
2013	11366	2602
2012	10598	1
2016	11695	20
2009	11229	3392
2010	32801	1
2010	11959	1
2009	33321	1
2015	187739500	1
2013	11371	94
2015	12518	1
2012	11216	19189
2012	63302-1898	1
2013	19128	1
2016	11559	1
2010	73155-0779	2
2011	72765-0829	1
2011	20007-2113	1
2009	02061	3
2012	11222	8559
2015	10159-1323	1
2017	97526	1
2013	0000	3
2016	75403	1
2012	11692	3464
2011	34202-4175	1
2015	06870	2
2012	60197	1
2015	11003	8
2014	11429	4553
2013	13057	1
2013	10701	6
2013	11104	4985
2015	07086	11
2014	11	1
2016	12524	1
2013	11419	10083
2012	N/A	129
2011	66063	1
2010	12550	1
2013	07647	1
2012	14467	1
2015	92562	1
2012	332255	1
2009	07627	1
2016	33063	1
2012	11433	7902
2012	01810-1008	2
2016	60062	1
2010	11795	1
2011	11435	11006
2016	3358	1
2013	07304	4
2016	02114	1
2012	10017	4586
2016	10901	1
2011	11237	15382
2010	11702-3035	1
2015	10129	38
2013	14211	1
2013	11235	16232
2012	11554	3
2015	10304	10593
2016	07054	3
2010	43218-2273	1
2010	32225	1
2011	07114	26
2013	19456	1
2012	10001	6526
2011	11229	14815
2009	11421	1821
2015	07430	2
2011	31008	1
2015	11749	2
2012	91365	1
2015	11111	1
2009	14068	1
2016	10009	16898
2015	11206	19241
2012	29601	1
2013	11747	16
2012	10309	4925
2012	NY 10010-3	1
2015	11757	3
2011	10463	15421
2015	10471	4353
2013	10065	4708
2012	10465	6484
2014	90304	1
2010	07733	1
2014	48393-1022	1
2017	10034	4736
2015	23502	3
2012	11780	1
2014	7056	1
2011	11361	5324
2014	11772-3518	1
2014	11720	3
2009	11216	5209
2010	10025	14998
2010	33063	2
2016	29615	1
2012	07605	1
2012	10929	1
2013	11367	6079
2013	60630	1
2016	11520	10
2012	18102	1
2010	37689	1
2016	11694	5600
2016	10502	1
2012	60645	1
2010	1191-3416	1
2012	07030	9
2013	11370	3887
2016	17106-7015	1
2012	11211	14646
2009	60656	2
2010	11530	12
2014	14450	1
2011	63179-0317	1
2011	11577	2
2012	64129	1
2016	43218-2273	1
2012	11223	12027
2013	10550	5
2011	43614	2
2011	86303	1
2012	972286995	1
2015	07030	18
2011	10159	1
2012	11695	16
2016	14231-9054	1
2016	48931-1022	1
2017	11418	2577
2010	19801	1
2013	32255-1268	1
2013	08005	1
2015	07087	8
2009	10706-7105	1
2014	10153	36
2011	20785-4806	1
2013	63141	1
2014	11436	4396
2014	07047	8
2012	11432	11249
2013	61702-3427	1
2017	10165	5
2013	07307	1
2013	11768	2
2016	11030-3409	1
2012	10010	5021
2014	07104	1
2013	75225-5845	1
2010	85038	1
2012	32896-5033	1
2013	11232	6435
2015	10303	5721
2016	11459	1
2013	11105	7471
2010	11385	21545
2014	06902	2
2012	10000	111
2011	11228	5871
2009	11426	844
2017	11726	1
2014	07605	1
2016	07712	1
2016	89120-6224	1
2017	11251	2
2011	92123-2255	1
2016	10008	1
2015	14218	1
2009	07030	4
2009	11096	1
2012	11951	1
2012	11791	3
2015	11756	3
2011	10460	17113
2015	10470	5954
2014	17602	1
2009	19044	10
2011	0000 0000	3
2012	10464	1179
2012	11787	2
2017	11050	1
2009	14228	3
2012	33431	1
2014	11370	4814
2010	10024	10132
2014	10282	215
2012	07604	1
2013	07114	73
2013	11360	2024
2010	43215-5166	2
2015	10128	9720
2013	07463	1
2011	11005	74
2011	53713-3954	1
2012	10112	5
2011	22304-0156	1
2016	11697	193
2017	07649	1
2012	14217	2
2014	11797-9001	1
2014	08080	1
2011	01840	2
2013	07103	1
2013	11377	12068
2010	98036-1542	1
2012	11210	13594
2016	07310	14
2009	10040	4727
2013	10567	1
2010	33329-7858	1
2016	77044	1
2011	11576	1
2011	11753	4
2011	08901	3
2012	11224	6430
2015	02205	1
2013	10159	1
2014	10302	4499
2015	07033	1
2012	11694	4890
2009	10532	1
2014	85080	1
2012	55439	7
2010	11241	9
2017	11419	3388
2015	11001	740
2013	10703	1
2015	10075	3898
2011	19456	4
2013	56303	1
2009	84130	1
2014	11435	10597
2009	11598	4
2015	07090	1
2014	06901	1
2013	08830	1
2014	30071	1
2015	10552	1
2013	07306	6
2012	55164	3
2010	34668	2
2012	10011	10002
2011	50309	1
2013	07657	1
2011	33442	1
2013	11361	4504
2014	12590	1
2011	11421	7685
2013	11233	19595
2011	07203	1
2011	07047	3
2012	11552	2
2015	10302	5466
2010	36066	1
2013	11106	6675
2015	11109	334
2016	11709	1
2009	43614	2
2012	10007	2272
2009	11427	939
2014	20201	1
2016	07062	1
2013	11429	3944
2013	11229	12967
2013	21030	1
2016	75380-2068	1
2010	75081	1
2012	29603	1
2010	10577	2
2010	08831	1
2010	18547	1
2009	10474	1501
2015	62002	1
2011	10461	11912
2015	10473	9877
2013	80237	1
2011	32399	1
2013	11598	4
2013	07095-0549	1
2015	45040	1
2012	10467	28881
2015	11234	20537
2010	07731	1
2011	10706	2
2009	11756	2
2015	10285	1
2016	11202	3
2014	11371	22
2010	10023	9294
2014	10281	142
2011	10278	1
2014	10041	11
2014	11572	1
2013	07115	1
2009	23703	1
2010	33009	1
2012	11208	20280
2009	10458	8467
2011	11004	2224
2010	70004	1
2011	11375	11303
2010	55164-0909	1
2009	11224	1316
2016	30374-0283	1
2010	11242	11
2015	11411	4356
2011	11746	2
2014	10452	22678
2013	11801	3
2011	0	1
2012	11213	19865
2011	43537	1
2013	10566	2
2012	10128	6970
2014	1000	1
2009	11233	6400
2016	1182-9060	1
2013	07102	5
2010	07853	1
2011	11575	1
2014	91754	2
2012	11225	18782
2015	11010	3
2012	85053	1
2014	07920	1
2011	75024	1
2015	12590	1
2014	10303	6024
2012	11697	433
2009	11001	183
2010	80632	1
2013	12402-5240	1
2012	55438	1
2017	10977	2
2011	50701	1
2017	11416	1507
2015	11000	1
2015	07081	1
2016	01757	1
2014	92018	1
2011	07933	1
2011	11111	5
2010	60015-0738	1
2011	10044	191
2010	61702-3427	1
2014	11434	11085
2014	07041	1
2010	11797-9004	3
2015	07193	1
2013	07010	2
2015	10040	20080
2017	10167	5
2015	10553	2
2013	06851	2
2016	43218-2118	1
2015	11507	1
2014	320896	1
2017	33134	1
2012	10012	6852
2011	33441	1
2014	63042	1
2012	73155-0779	1
2014	10925	2
2011	11420	10025
2014	07670	1
2014	60523	1
2013	11230	16968
2013	02150	2
2017	10151	3
2012	11553	10
2015	10301	11635
2013	18436	1
2016	97114	1
2016	10602-5055	1
2012	10006	785
2011	11226	37927
2015	14206	3
2012	19107	1
2009	11377	3805
2015	48195-0969	1
2010	85022	1
2013	11428	3237
2013	11228	5152
2016	220194	1
2011	50613	4
2011	07050	1
2017	77272	2
2013	11111	5
2010	08650-4909	1
2011	07101	3
2015	NOT SURE	1
2015	19801	1
2011	98006	1
2014	07079	1
2009	10475	676
2015	10472	20657
2012	02459	5
2013	10468	23396
2012	11378	7621
2012	10466	14141
2015	11235	19728
2010	17109-0988	1
2011	10705	1
2009		30326
2015	10282	238
2010	43218-2119	2
2016	48393-0824	1
2016	11203	20713
2012	85249	1
2009	000000	1
2016	11801	8
2014	11372	12047
2010	10022	7797
2013	10954	4
2014	10280	544
2014	10040	18487
2015	11223	15797
2015	11427	4498
2013	11362	2974
2011	18773	2
2012	11209	12932
2009	10459	3456
2011	11003	18
2017	10280	104
2016	11219	14754
2011	11374	7038
2016	11691	12793
2010	15219	1
2009	11225	5980
2012	61702-3517	4
2014	10075	3894
2016	33417	1
2015	11412	8094
2011	11747	7
2013	11375	10319
2013	10314	12958
2012	11212	19410
2010	57117	4
2015	56303-9817	1
2012	10129	3
2012	32896-0061	1
2011	10282	159
2009	11232	1806
2014	22172	1
2011	11519	1
2016	10805	2
2012	11226	32487
2010	89506	1
2010	08360	1
2011	07666	1
2013	10553	1
2016	AIRPORT	1
2010	28272	3
2012	18773-9500	1
2012	19132	2
2017	10152	4
2011	11580	14
2012	00000000	2
2010	11243	26
2011	95630	1
2017	11417	1964
2014	37615	1
2013	10705	5
2010	92618	1
2014	10150	2
2014	92019	1
2011	11766-0402	1
2009	10704	1
2009	10472	5589
2011	11209	13962
2014	11433	8729
2013	60201	3
2010	60164	1
2015	10041	47
2017	10166	1
2015	10550	6
2012	07090	1
2010	12203	2
2014	75024-2959	2
2010	78704	1
2013	99999	7
2012	10013	8426
2009	60656-1494	1
2013	10129	21
2011	11423	7472
2016	19149	1
2013	11231	7187
2016	10917	1
2011	07201	9
2016	07701	1
2012	11550	5
2013	33027	1
2012	10005	1796
2017	07094	1
2011	11225	20580
2017	100701	1
2015	14043	1
2009	11374	1572
2010	89193-8873	2
2012	11417	5728
2014	66207	1
2011	92123	1
2012	78245	1
2014	10453	25160
2010	08086	3
2014	20188	3
2011	75403-5202	1
2012	33161	1
2013	11743	2
2010	6172	1
2017	10028	1923
2015	11753	1
2017	10281	10
2017	43226	1
2015	10475	3004
2014	92923	1
2014	11341	1
2011	53566-1364	1
2013	10469	11521
2011	07734	1
2012	11379	6296
2012	92123	13
2011	NOT SURE	1
